fromNode,toNode,weight
ALG5,MCM2,0.0593237450265061
ALG5,MIXL1,0.110490946494732
ALG5,MYBL2,0.0723654666026608
ALG5,MYDGF,0.129168530401809
ALG5,MZB1,0.180493354158965
ALG5,NEK2,0.0270796597248838
ALG5,NT5DC2,0.150558851292648
ALG5,NUF2,0.0297333043686963
ALG5,OIP5,0.0726595802789351
ALG5,OSTC,0.111144383908507
ALG5,OXCT2,0.0945740862855416
ALG5,PARM1,0.0238029065272659
ALG5,PBK,0.0885960982283984
ALG5,PCNA,0.0914917620949601
ALG5,PDIA5,0.108283626887039
ALG5,PDIA6,0.132756374900566
ALG5,PERP,0.140266624509652
ALG5,PHGDH,0.0538865058538329
ALG5,PIF1,0.0758598321198718
ALG5,PLAAT2,0.177888294614671
ALG5,PNOC,0.136826663410588
ALG5,POU2AF1,0.0586642548525255
ALG5,PPIB,0.121604443805158
ALG5,PRDX4,0.168158620698769
ALG5,PTTG1,0.091690021297849
ALG5,PYCR1,0.154288158955156
ALG5,QPCTL,0.124557302392099
ALG5,RAD51,0.0465368299243812
ALG5,RPN1,0.0971138963851229
ALG5,RRM2,0.0436642612012254
ALG5,SDC1,0.0873187047785126
ALG5,SDF2L1,0.0698403517376654
ALG5,SEC11C,0.15130934400385
ALG5,SELENOS,0.14586748685642
ALG5,SHCBP1,0.054235812060395
ALG5,SIX5,0.140265492102891
ALG5,SKA1,0.0616011745712719
ALG5,SLC16A14,0.0480186896249514
ALG5,SLC17A9,0.109325663269013
ALG5,SLC25A4,0.034186650884716
ALG5,SLC35B1,0.137994459252741
ALG5,SPACA3,0.152918499574299
ALG5,SPAG5,0.0758558079230962
ALG5,SPC24,0.0213662534882244
ALG5,SPC25,0.0582628218878827
ALG5,SPCS2,0.0924572840931495
ALG5,SRPRB,0.144598290855449
ALG5,SSR3,0.145924494038961
ALG5,ST7,0.084209101014437
ALG5,STMN1,0.094541695155763
ALG5,SUB1,0.0672136539854204
ALG5,TCF19,0.0490394267491079
ALG5,TEDC2,0.0215056216387964
ALG5,TK1,0.0395136641238169
ALG5,TMEM106C,0.0899833018809503
ALG5,TMEM198,0.144132498999042
ALG5,TMEM214,0.0845595916097749
ALG5,TNFRSF13B,0.179790822202222
ALG5,TNFRSF17,0.176373216423926
ALG5,TRAIP,0.0254565963949878
ALG5,TRAM2,0.0262813789417218
ALG5,TRIP13,0.0327223530629095
ALG5,TROAP,0.048531377426512
ALG5,TUBG1,0.122471188231058
ALG5,TWIST2,0.0632249942380035
ALG5,TXNDC11,0.0754785028367141
ALG5,TXNDC5,0.150376793027656
ALG5,TYMS,0.0457443390741835
ALG5,UAP1,0.104444402555285
ALG5,UBE2C,0.0420245597657464
ALG5,UBE2T,0.0859616713807581
ALG5,UCHL1,0.144765135735407
ALG5,UFD1,0.0897488450423478
ALG5,XBP1,0.0726052010071303
ALG5,ZWINT,0.100083050787777
APOO,B4GALT2,0.0337381384172632
APOO,BHLHA15,0.0371308733563839
APOO,BIRC5,0.0244457996833334
APOO,CALU,0.0260204561766003
APOO,CAV1,0.0261429921959988
APOO,CCNE1,0.0217362774402028
APOO,CDC20,0.0289028877691489
APOO,CDC45,0.022497859033742
APOO,CDC6,0.0206422811798248
APOO,CDCA5,0.0280420018553687
APOO,CENPN,0.02541859791751
APOO,CENPS,0.0443287565767307
APOO,CENPW,0.0237333898249034
APOO,CHAC2,0.0243452883123418
APOO,CKS1B,0.0425584275797248
APOO,CKS2,0.031655832663123
APOO,CLPTM1L,0.0233300381610902
APOO,DERL3,0.0355413614680741
APOO,DNAJB11,0.0752522884971128
APOO,EAF2,0.0346085842671906
APOO,ERLEC1,0.0622653213488152
APOO,FABP5,0.0478196044642964
APOO,FEN1,0.059363384963593
APOO,FKBP11,0.0453505744738545
APOO,GINS2,0.0247687525254325
APOO,GMPPB,0.0603850026129386
APOO,GPRC5D,0.020660472807429
APOO,HSP90B1,0.0599136062447828
APOO,IFI27L1,0.0365716622553216
APOO,IGF1,0.0372601555062631
APOO,IGLL1,0.0272341538894161
APOO,ITM2C,0.0518533336890846
APOO,JCHAIN,0.0455686039136712
APOO,KDELR2,0.0614429345932777
APOO,KIF2C,0.0221769540621973
APOO,LRRC59,0.0393987461083492
APOO,MAGED1,0.0333216451172514
APOO,MANF,0.0651099945872709
APOO,MYBL2,0.0243365067407437
APOO,MYDGF,0.0531885146682683
APOO,MZB1,0.0342432845915843
APOO,NT5DC2,0.0252006305242677
APOO,OSTC,0.0942444213784133
APOO,PBK,0.0283267478803682
APOO,PCNA,0.0445372270106462
APOO,PDIA5,0.0362361441405462
APOO,PDIA6,0.0671762996606908
APOO,PERP,0.0360020845097758
APOO,PLAAT2,0.0340087775780382
APOO,PNOC,0.0207573218238684
APOO,PPIB,0.0583191075775035
APOO,PRDX4,0.0601429015153635
APOO,PTTG1,0.04302822861503
APOO,PYCR1,0.0388095504034217
APOO,QPCTL,0.0393201978041232
APOO,RRM2,0.0253003674860759
APOO,SEC11C,0.0486732545364323
APOO,SELENOS,0.0786437611800321
APOO,SHCBP1,0.0226056109506269
APOO,SKA1,0.0215867089302417
APOO,SLC17A9,0.0252684760146214
APOO,SLC25A4,0.027377166233711
APOO,SLC35B1,0.0636772394436357
APOO,SPAG5,0.0281007172242018
APOO,SPATS2,0.0213182840499968
APOO,SPCS2,0.06832800489503
APOO,SRPRB,0.0914849333942683
APOO,SSR3,0.0815766101016885
APOO,STMN1,0.0388569511845967
APOO,SUB1,0.0572819580470627
APOO,TCF19,0.0233499775384441
APOO,TMEM106C,0.0554777950295921
APOO,TMEM214,0.049299442816549
APOO,TNFRSF13B,0.0425271655599719
APOO,TNFRSF17,0.0520992705020503
APOO,TUBG1,0.0290671729021016
APOO,TXNDC11,0.0253827437031587
APOO,TXNDC5,0.0442881594045618
APOO,UAP1,0.0479312815047517
APOO,XBP1,0.0346479094672868
APOO,ZWINT,0.0457613588392908
AURKB,B4GALT2,0.100143073096187
AURKB,B9D1,0.0203649376478436
AURKB,BHLHA15,0.107845063003815
AURKB,BIRC5,0.169775164077311
AURKB,BUB1,0.0242434918462467
AURKB,BUB1B,0.0248538560283654
AURKB,CALU,0.0205476885707412
AURKB,CAV1,0.0627998393806263
AURKB,CCL25,0.0737292312264638
AURKB,CCNA2,0.0857747454929415
AURKB,CCNB1,0.0398506858890823
AURKB,CCNB2,0.121353156888575
AURKB,CCNE1,0.0583410066848113
AURKB,CCNF,0.0504784194921864
AURKB,CDC20,0.166240613425976
AURKB,CDC45,0.134099477342079
AURKB,CDC6,0.0988905947124269
AURKB,CDCA2,0.0267821412194098
AURKB,CDCA3,0.137534225555822
AURKB,CDCA5,0.1683304403556
AURKB,CDCA8,0.0883541112756828
AURKB,CDK1,0.0999174945037492
AURKB,CENPA,0.149049954428224
AURKB,CENPM,0.0876978168497531
AURKB,CENPN,0.0656614393149202
AURKB,CENPO,0.0430862179213704
AURKB,CENPS,0.0590641273836006
AURKB,CENPU,0.0451465980633347
AURKB,CENPW,0.101055623168628
AURKB,CEP55,0.0405621187362354
AURKB,CHAC1,0.0608284200163208
AURKB,CHAC2,0.0372926717002756
AURKB,CHAF1B,0.0220333939288288
AURKB,CHEK1,0.0802410158543584
AURKB,CKS1B,0.0790364393065018
AURKB,CKS2,0.0739873542680195
AURKB,CLPTM1L,0.0373760139972457
AURKB,CNKSR1,0.0297439399805289
AURKB,CPNE5,0.0618809361575952
AURKB,CRYBB1,0.0323277305689693
AURKB,DEPDC1,0.0461510591466411
AURKB,DEPDC1B,0.0464169108736455
AURKB,DERL3,0.101724945141515
AURKB,DHCR24,0.0327526512922239
AURKB,DLGAP5,0.0235897611424976
AURKB,DNAJB11,0.109514323041574
AURKB,DTL,0.0425309256987113
AURKB,DUSP5,0.0299120492020518
AURKB,E2F8,0.0367200550962783
AURKB,EAF2,0.0625419208004401
AURKB,ELL2,0.0272720553419128
AURKB,ERLEC1,0.0461627362035768
AURKB,ESCO2,0.0239954669467481
AURKB,ESPL1,0.0227867416526669
AURKB,EXO1,0.0231714787323985
AURKB,FABP5,0.0605370829894662
AURKB,FBXO16,0.0265226485309303
AURKB,FEN1,0.174805714530776
AURKB,FKBP11,0.0996429161385669
AURKB,FOXM1,0.0899034036117791
AURKB,FOXRED1,0.0377908504573215
AURKB,GGH,0.0926743527132291
AURKB,GINS1,0.0432741048006211
AURKB,GINS2,0.129503131966712
AURKB,GINS3,0.0351082948093233
AURKB,GLDC,0.0492577686586222
AURKB,GMNN,0.0796751016381848
AURKB,GMPPB,0.106303547401714
AURKB,GPRC5D,0.0585896455043478
AURKB,GTSE1,0.0468390444310698
AURKB,HASPIN,0.0622612522178353
AURKB,HID1,0.0317770819981242
AURKB,HJURP,0.0770735393441061
AURKB,HMGB3,0.145700502412897
AURKB,HMMR,0.0505480756700291
AURKB,HSP90B1,0.0957133367463844
AURKB,HSPA5,0.0427046783295088
AURKB,IFI27L1,0.101913435233439
AURKB,IGF1,0.0807597843100916
AURKB,IGLL1,0.073647238410187
AURKB,IGLL5,0.0545726197187979
AURKB,ISOC2,0.0223452846887419
AURKB,ITM2C,0.127973931204445
AURKB,JCHAIN,0.0813395789361806
AURKB,KCNN3,0.0469127678669068
AURKB,KDELR2,0.0576710898805754
AURKB,KIF11,0.0333386861427865
AURKB,KIF18B,0.0536987934223545
AURKB,KIF20A,0.0346759808968804
AURKB,KIF2C,0.146109366768635
AURKB,KIF4A,0.0243481734927227
AURKB,KIFC1,0.0938037967701547
AURKB,LAMP5,0.0339715708251245
AURKB,LRRC59,0.0704709164485134
AURKB,MAGED1,0.0488914722782494
AURKB,MANF,0.115817659473065
AURKB,MCM2,0.109025960380521
AURKB,MCM4,0.0439961446975968
AURKB,MIXL1,0.0562569431622385
AURKB,MTFR2,0.0225985516987351
AURKB,MYBL2,0.118807221901584
AURKB,MYDGF,0.117430477422984
AURKB,MZB1,0.0972376638442396
AURKB,NEK2,0.0798808985240097
AURKB,NT5DC2,0.0879262498430028
AURKB,NUF2,0.0719090653399935
AURKB,OIP5,0.136625762064917
AURKB,ORC1,0.0656666323903061
AURKB,OSTC,0.057256480210268
AURKB,OXCT2,0.0541255450206051
AURKB,PBK,0.0798761357132343
AURKB,PCNA,0.0865904023528961
AURKB,PDIA4,0.026694524703173
AURKB,PDIA5,0.0747886897866981
AURKB,PDIA6,0.0698532482874603
AURKB,PERP,0.0489422687520002
AURKB,PHGDH,0.0568825704837598
AURKB,PIF1,0.0911562347937076
AURKB,PIMREG,0.0712619377042057
AURKB,PIR,0.0230636276528944
AURKB,PLAAT2,0.0773079612119195
AURKB,PLK4,0.037509232110484
AURKB,PNOC,0.0414268550538617
AURKB,POU2AF1,0.0422875360388742
AURKB,PPIB,0.0999382982239629
AURKB,PRDX4,0.115467875468836
AURKB,PTTG1,0.134563550909008
AURKB,PYCR1,0.122666646560068
AURKB,QPCTL,0.0731859500090885
AURKB,RAD51,0.120018617782467
AURKB,RAD51AP1,0.0417699402285938
AURKB,RAD54L,0.0632041690588791
AURKB,RRM2,0.13012327252783
AURKB,SCD,0.0228942714288061
AURKB,SDC1,0.0776198133162062
AURKB,SDF2L1,0.044299118846918
AURKB,SEC11C,0.0940811896144898
AURKB,SELENOS,0.0818930396516081
AURKB,SHCBP1,0.0845666685821585
AURKB,SIX5,0.0444301161324937
AURKB,SKA1,0.124998162510879
AURKB,SLC16A14,0.0464195454015261
AURKB,SLC17A9,0.0569466152006107
AURKB,SLC25A4,0.032547666874265
AURKB,SLC35B1,0.0763040803836255
AURKB,SPACA3,0.0666155496379892
AURKB,SPAG5,0.123948161930955
AURKB,SPATS2,0.0408647029810814
AURKB,SPC24,0.102654940556754
AURKB,SPC25,0.12334155928226
AURKB,SPCS2,0.0590937776819998
AURKB,SRPRB,0.0986130306059544
AURKB,SSR3,0.0800846264155302
AURKB,ST7,0.0236749870722035
AURKB,STMN1,0.10993919715522
AURKB,SUB1,0.0543348205864876
AURKB,TCF19,0.0869018478802995
AURKB,TEDC2,0.038072303565062
AURKB,TK1,0.094549063499528
AURKB,TMEM106C,0.101632565602994
AURKB,TMEM198,0.0549737235674389
AURKB,TMEM214,0.04203899726467
AURKB,TNFRSF13B,0.107445714627801
AURKB,TNFRSF17,0.113354631643639
AURKB,TOP2A,0.0262677181267203
AURKB,TPX2,0.0317594493898485
AURKB,TRAIP,0.0307782642500867
AURKB,TRAM2,0.0217223317891479
AURKB,TRIP13,0.0704920763719986
AURKB,TROAP,0.140184047754474
AURKB,TTK,0.0417324749133163
AURKB,TUBG1,0.115629234201644
AURKB,TWIST2,0.0656462517054034
AURKB,TXNDC11,0.0510697813484077
AURKB,TXNDC5,0.0900190296775961
AURKB,TYMS,0.0945079668985573
AURKB,UAP1,0.0757766805454617
AURKB,UBE2C,0.133679870311247
AURKB,UBE2T,0.088393998919581
AURKB,UCHL1,0.0882867049255108
AURKB,UFD1,0.0530945037530328
AURKB,XBP1,0.0698776534822893
AURKB,ZWINT,0.155974445481654
B4GALT2,B9D1,0.0486066253048743
B4GALT2,BHLHA15,0.172634050307939
B4GALT2,BIRC5,0.0954434426952654
B4GALT2,CALR,0.0297878422754867
