,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
CDKN3,78.1128844847907,1.01048111075828,0.149658270560197,6.75192294402354,1.45898362558935e-11,5.70970070170859e-10,upregulated
SERPINE3,19.4054095482966,1.01081000378817,0.164221504225983,6.15516225205931,7.50006706724443e-10,2.05382147023778e-08,upregulated
NWD2,3.58373323455925,1.01108225764983,0.359066544010053,2.81586317220777,0.00486463800933355,0.0137081789848308,upregulated
SLC6A5,4.58257432623365,1.01162841767414,0.348413398580002,2.90352903130922,0.00368982759552172,0.0108465506816757,upregulated
PSG6,2.95153761547446,1.01237537021056,0.419735905321995,2.41193416473134,0.0158681465372431,0.036859145027542,upregulated
HEY2,5.09495646128554,1.01281740120186,0.257062520975863,3.93996525575564,8.14934108491137e-05,0.000440025309569809,upregulated
MST1R,6.10656078318418,1.01292622541115,0.230488706570762,4.39468918231,1.1093136022543e-05,8.23499524444618e-05,upregulated
NKX2-6,0.541191495019346,1.0135827180627,0.815449322057666,1.24297450576704,0.213877228228013,NA,notsignificant
SCN2A,12.7933072677937,1.01367937385271,0.239030370412817,4.24079740202902,2.22727108015629e-05,0.00014806253317937,upregulated
H2AC11,284.692838893108,1.01369644709259,0.13995845775038,7.24283807771412,4.39391390975059e-13,2.29273154212551e-11,upregulated
H4C9,104.619553624216,1.0139312601539,0.128407110689945,7.8962236180375,2.87480717046528e-15,2.20222462479643e-13,upregulated
LYPD6,3.57801924469506,1.01395744558459,0.323928017937854,3.13019371414521,0.00174691064006317,0.00581506755592034,upregulated
CAPN9,4.38922140736613,1.01463692477378,0.360797358145301,2.81220719017894,0.00492027985383474,0.0138311801887466,upregulated
SLC5A1,5.26265359357166,1.01473794781821,0.340429153083248,2.98076101481845,0.00287533086447949,0.00881207243076171,upregulated
IGF2BP3,104.368419998973,1.015042509432,0.204641417244184,4.96010300896627,7.04558086467878e-07,7.90739069363762e-06,upregulated
OR52K2,68.8533859047795,1.01515317621697,0.132159747110491,7.68125846494134,1.57533273563439e-14,1.04261543775332e-12,upregulated
GLRB,2.40007400595289,1.01528645744742,0.436058140816874,2.32832818014927,0.0198946840441937,0.0445452863387532,upregulated
ZNF705A,4.1132687641567,1.01535380558825,0.313088835609833,3.2430214370645,0.00118269312169339,0.00419193573079826,upregulated
C10orf90,3.77078654860402,1.01548084078878,0.327096480442456,3.10453001333172,0.00190581590868325,0.00627900768450143,upregulated
ASIC2,2.8352114061531,1.01585742561976,0.435389182207851,2.33321696342653,0.0196367609634887,0.044066438651798,upregulated
IGLON5,1.77964192895446,1.01668206331508,0.38381450493463,2.64888911243268,0.00807568240143673,0.020935834474462,upregulated
ANKRD18B,4.75955178166555,1.01696489215081,0.265453256015497,3.8310507372019,0.000127597187679869,0.000640547845123536,upregulated
SLC1A3,116.445598146119,1.0169877159825,0.21508096416451,4.72839481603139,2.26301809265515e-06,2.11960726867732e-05,upregulated
LAMP3,88.3170992316824,1.01735622204873,0.242420510088897,4.19665902722365,2.7088127930354e-05,0.000173290859631213,upregulated
DACT2,0.81048407975093,1.01763027027004,0.71812243966742,1.41707070279175,0.156462257147743,0.24048103831742,notsignificant
KCNG4,2.9899347244064,1.01869264708824,0.439724728993159,2.31665990089015,0.0205222655509541,0.0456947216386241,upregulated
CTRB1,0.388442010952635,1.01884095186155,0.9833798267488,1.03606045614134,0.300173938976717,NA,notsignificant
ADAMTS15,1.76283435827187,1.01930131894679,0.461022106414387,2.21095974523747,0.027038624770484,0.0575898394602761,notsignificant
GLRA3,4.58204292513671,1.01940116020789,0.283541088685492,3.59525021552916,0.000324079944447352,0.00139738614609371,upregulated
TRIM49C,0.48755733511358,1.01956136694743,0.921132354253525,1.1068565361312,0.268355960106396,NA,notsignificant
IRAK2,225.998897119978,1.01957488119049,0.131216739560136,7.77015862921374,7.83878956877642e-15,5.4695306130664e-13,upregulated
CENPU,113.68492911746,1.01998908095093,0.115444754929901,8.83530032672578,9.9829695897101e-19,1.32142219524972e-16,upregulated
PPIC,1.91868552770903,1.02023083560131,0.343378746998025,2.97115312033909,0.0029668381884082,0.00903247438994155,upregulated
KRTAP4-4,0.307260400559921,1.02030103319782,1.10899920914793,0.920019621999316,0.357562505402048,NA,notsignificant
RAET1L,0.564817687136884,1.02049515820245,0.905874567424453,1.12653031103841,0.259941118073261,NA,notsignificant
TEX49,1.01598296069661,1.02057028894977,0.528103357351245,1.93251997879458,0.0532953585542308,0.101279747143805,notsignificant
IZUMO1R,0.780045876208943,1.02076292138861,0.793392080814111,1.28658067817011,0.198240481872087,0.289763328569447,notsignificant
ISLR,0.839316270769508,1.02091373035512,0.670572934357862,1.52244994995621,0.12789637717968,0.205003168194159,notsignificant
SHROOM3,6.38488663964996,1.02130207926205,0.291259331962329,3.50650422900145,0.000454034221530227,0.00185804138576657,upregulated
XDH,5.49870753114441,1.02139849756016,0.281809168848971,3.6244331642295,0.000289595895463717,0.00127091792056017,upregulated
ABCC8,7.09159668470611,1.02152316631995,0.322286311817404,3.16961387705077,0.00152641631464111,0.00519246910358451,upregulated
C16orf92,0.336995056397883,1.0228250878894,1.21505078010674,0.841796165753286,0.399902058512159,NA,notsignificant
PIWIL3,4.02801401624988,1.0234265726598,0.312754472550483,3.27230035853318,0.00106676181622202,0.00383846616342772,upregulated
INSL6,61.7230672038157,1.02344695382793,0.133361535666849,7.67422891998344,1.66416652855134e-14,1.08925262639721e-12,upregulated
OR4C11,0.745097663176567,1.02350804765032,0.692325115350028,1.47836330786996,0.139310560935527,0.219544512500233,notsignificant
RNF180,1.85889743650836,1.02358311012541,0.370228107779737,2.76473635744151,0.00569688187447,0.0156143829939417,upregulated
PRAMEF11,1.1088393907428,1.02372522517507,0.67775301707712,1.51046944739544,0.130923679660932,0.20881439543334,notsignificant
TEX26,1.09741853440253,1.02395179220671,0.570585250569353,1.79456407466714,0.0727231812854942,0.130459662132682,notsignificant
GRM1,3.79939758531985,1.02419470279265,0.338650423221587,3.02434201336433,0.00249174574905961,0.00781742889065374,upregulated
LYZL2,0.379481034370392,1.02424094047415,0.74576928128851,1.37340189006513,0.169627442528092,NA,notsignificant
ZBED6,98.7986433075966,1.02451154159765,0.210907855379053,4.85762628308155,1.18801367651044e-06,1.21514898889437e-05,upregulated
OR4Q3,1.27338725963805,1.02482288551257,0.517428591506819,1.98060737719993,0.0476353209901265,0.0924561777319953,notsignificant
PLPP3,51.2896836814663,1.02488443482762,0.178096651011828,5.75465304375404,8.68199203856413e-09,1.8344274727492e-07,upregulated
USP43,10.5071442032756,1.02551710639992,0.188476508253006,5.4410871461142,5.29563990620029e-08,8.68234149284314e-07,upregulated
TMIGD3,138.643820997255,1.02619818350213,0.248960530400518,4.12193122279754,3.75709382722642e-05,0.000228574528819635,upregulated
CT83,0.517650592686968,1.02620578285693,0.933286725837329,1.09956110426432,0.271523396838293,NA,notsignificant
GLI2,2.07804392094807,1.0263181548907,0.445227475545847,2.30515458111033,0.0211579175515417,0.0468337568468521,upregulated
PNPLA3,3.08047364264093,1.02633163938308,0.336244895000758,3.05233374437035,0.00227069479202246,0.00726144661865886,upregulated
CALCR,3.19503055939661,1.02653387043515,0.383890826975731,2.67402552575201,0.00749467466991212,0.0196503252851381,upregulated
TNFRSF13B,90.4458500135129,1.02719159689063,0.204575784501511,5.02108105997775,5.13814684900641e-07,6.08132278604953e-06,upregulated
ANKRD34C,1.77157087826575,1.02743379649336,0.456551228226137,2.2504239020127,0.0244220491348536,0.0527469380354689,notsignificant
MCM2,188.604316574023,1.02755311801756,0.12242068051252,8.39362364034943,4.71383446953647e-17,5.02120994796424e-15,upregulated
RORB,7.75367422019817,1.02761848570671,0.22519478995252,4.56324271944024,5.03695254855878e-06,4.18629823541806e-05,upregulated
SLC27A2,35.0868614825159,1.02829119637994,0.176825491566558,5.81528821025717,6.05295054403032e-09,1.34524957646461e-07,upregulated
NKX2-3,0.840215853201924,1.02856087467188,0.553515273728872,1.85823395214149,0.0631357985009763,0.116000269913715,notsignificant
AXL,28.7228715588809,1.02864259480716,0.272774631914721,3.77103467278712,0.000162572080251117,0.000784630400544718,upregulated
